Country,Indicator,"Indicator Code",Period,DisaggregationId,Disaggregation,DatasourceId,"Data Source",MeasurementMethodId,"Measurement Method",Value
CHAD,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,9,Female,35,IHME,8,"Per 100 000 population",252
CHAD,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,8,Male,35,IHME,8,"Per 100 000 population",300
CHAD,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",276
CHAD,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,8,Male,35,IHME,8,"Per 100 000 population",300
CHAD,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,9,Female,35,IHME,8,"Per 100 000 population",252
CHAD,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",276
COMOROS,"Age-standardized prevalence of raised blood glucose/diabetes among persons aged 18+ years or on medication for raised blood glucose",AFR0313,2019,28,"Both sexes (male and female)",37,"International Diabetes Federation",1,Percentage,12.3
COMOROS,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,9,Female,3,"WHO/Global Health Observatory",1,Percentage,28.2
COMOROS,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,8,Male,3,"WHO/Global Health Observatory",1,Percentage,27.4
COMOROS,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,28,"Both sexes (male and female)",3,"WHO/Global Health Observatory",1,Percentage,27.9
COMOROS,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,28.8
COMOROS,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,23.4
COMOROS,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,28.6
COMOROS,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,28
COMOROS,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,22.4
COMOROS,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,27.8
COMOROS,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,27
COMOROS,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,27
COMOROS,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,21.3
COMOROS,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,25.8
COMOROS,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,26.1
COMOROS,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,20.2
COMOROS,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,19.1
COMOROS,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,25.1
COMOROS,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,24.7
COMOROS,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2020,8,Male,3,"WHO/Global Health Observatory",1,Percentage,25.9
COMOROS,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2020,9,Female,3,"WHO/Global Health Observatory",1,Percentage,22.8
COMOROS,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2020,28,"Both sexes (male and female)",3,"WHO/Global Health Observatory",1,Percentage,24.4
COMOROS,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",431
COMOROS,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,9,Female,35,IHME,8,"Per 100 000 population",449
COMOROS,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,8,Male,35,IHME,8,"Per 100 000 population",413
COMOROS,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",435
COMOROS,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,9,Female,35,IHME,8,"Per 100 000 population",453
COMOROS,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,8,Male,35,IHME,8,"Per 100 000 population",418
COMOROS,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",440
COMOROS,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,9,Female,35,IHME,8,"Per 100 000 population",457
COMOROS,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,8,Male,35,IHME,8,"Per 100 000 population",424
COMOROS,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",446
COMOROS,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,9,Female,35,IHME,8,"Per 100 000 population",463
COMOROS,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,8,Male,35,IHME,8,"Per 100 000 population",429
COMOROS,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,9,Female,35,IHME,8,"Per 100 000 population",468
COMOROS,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,8,Male,35,IHME,8,"Per 100 000 population",435
COMOROS,"Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",452
"CÔTE D'IVOIRE","Age-standardized prevalence of raised blood glucose/diabetes among persons aged 18+ years or on medication for raised blood glucose",AFR0313,2019,28,"Both sexes (male and female)",37,"International Diabetes Federation",1,Percentage,2.4
"CÔTE D'IVOIRE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,8,Male,3,"WHO/Global Health Observatory",1,Percentage,27.8
"CÔTE D'IVOIRE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,9,Female,3,"WHO/Global Health Observatory",1,Percentage,26.8
"CÔTE D'IVOIRE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,28,"Both sexes (male and female)",3,"WHO/Global Health Observatory",1,Percentage,27.2
"CÔTE D'IVOIRE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,30.3
"CÔTE D'IVOIRE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,27
"CÔTE D'IVOIRE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,27.4
"CÔTE D'IVOIRE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,26.3
"CÔTE D'IVOIRE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,26.6
"CÔTE D'IVOIRE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,29.8
"CÔTE D'IVOIRE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,29.2
"CÔTE D'IVOIRE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,25.7
"CÔTE D'IVOIRE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,25.4
"CÔTE D'IVOIRE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,24.5
"CÔTE D'IVOIRE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,24.8
"CÔTE D'IVOIRE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,28.4
"CÔTE D'IVOIRE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,23.6
"CÔTE D'IVOIRE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,23.5
"CÔTE D'IVOIRE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,27.7
"CÔTE D'IVOIRE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2020,8,Male,3,"WHO/Global Health Observatory",1,Percentage,29.7
"CÔTE D'IVOIRE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2020,28,"Both sexes (male and female)",3,"WHO/Global Health Observatory",1,Percentage,28.3
"CÔTE D'IVOIRE","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2020,9,Female,3,"WHO/Global Health Observatory",1,Percentage,26.4
"CÔTE D'IVOIRE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,9,Female,35,IHME,8,"Per 100 000 population",295
"CÔTE D'IVOIRE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,8,Male,35,IHME,8,"Per 100 000 population",336
"CÔTE D'IVOIRE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",316
"CÔTE D'IVOIRE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,8,Male,35,IHME,8,"Per 100 000 population",336
"CÔTE D'IVOIRE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",317
"CÔTE D'IVOIRE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,9,Female,35,IHME,8,"Per 100 000 population",296
"CÔTE D'IVOIRE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,9,Female,35,IHME,8,"Per 100 000 population",297
"CÔTE D'IVOIRE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",318
"CÔTE D'IVOIRE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,8,Male,35,IHME,8,"Per 100 000 population",338
"CÔTE D'IVOIRE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",321
"CÔTE D'IVOIRE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,9,Female,35,IHME,8,"Per 100 000 population",300
"CÔTE D'IVOIRE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,8,Male,35,IHME,8,"Per 100 000 population",342
"CÔTE D'IVOIRE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,8,Male,35,IHME,8,"Per 100 000 population",347
"CÔTE D'IVOIRE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,9,Female,35,IHME,8,"Per 100 000 population",302
"CÔTE D'IVOIRE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",325
"DEMOCRATIC REPUBLIC OF CONGO","Age-standardized prevalence of raised blood glucose/diabetes among persons aged 18+ years or on medication for raised blood glucose",AFR0313,2019,28,"Both sexes (male and female)",37,"International Diabetes Federation",1,Percentage,6
"DEMOCRATIC REPUBLIC OF CONGO","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,8,Male,3,"WHO/Global Health Observatory",1,Percentage,29.3
"DEMOCRATIC REPUBLIC OF CONGO","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,21.8
"DEMOCRATIC REPUBLIC OF CONGO","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,23.9
"DEMOCRATIC REPUBLIC OF CONGO","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,28,"Both sexes (male and female)",3,"WHO/Global Health Observatory",1,Percentage,28.5
"DEMOCRATIC REPUBLIC OF CONGO","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,9,Female,3,"WHO/Global Health Observatory",1,Percentage,27.6
"DEMOCRATIC REPUBLIC OF CONGO","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,26
